tweet_created_at,tweet_id,tweet_user_id,tweet_textMon Jan 18 23:54:41 +0000 2016,689234486094082048,342347089,A rábula das presidenciais https://t.co/wpnXhYvEng
Mon Jan 18 23:53:37 +0000 2016,689234219495723009,631224192,Reparo que vivo num país ignorante quando a coisa mais falada ate agora nas presidenciais foi uma piada sobre futebol. É triste.
Mon Jan 18 23:53:34 +0000 2016,689234204111040512,923380062,As questões que envolvem o PT nas eleições presidenciais são gravíssimos... https://t.co/8fZDPWlk36 via @YouTube
Mon Jan 18 23:52:59 +0000 2016,689234059306905600,2184453679,Vão votar para as presidenciais ??
Mon Jan 18 23:52:33 +0000 2016,689233948061347841,461676116,Edgar Silva foi padre e defensor dos mais pobres https://t.co/PdtA4lqwRp via @sharethis
Mon Jan 18 23:50:46 +0000 2016,689233500868849666,1503325632,RT @AfonsoBrilha23: A Marisa Matias acabou de perder as presidenciais
Mon Jan 18 23:43:41 +0000 2016,689231719485034497,8665852,"“O candidato que quer convencer que é quem não é, e não é quem é, mas afinal ele é mesmo o que é” https://t.co/4ZpA8thhx9"
Mon Jan 18 23:42:09 +0000 2016,689231332321316866,39723601,"“O candidato que quer convencer que é quem não é, e não é quem é, mas afinal ele é mesmo o que é” https://t.co/aQSWKA6PE4"
Mon Jan 18 23:36:53 +0000 2016,689230007986688000,94081671,"Presidenciais: Marcelo pede aos portugueses que votem a pensar nos filhos, netos e na pátria"
Mon Jan 18 23:36:25 +0000 2016,689229887777992704,20781852,"Presidenciais: Marcelo pede aos portugueses que votem a pensar nos filhos, netos e na pátria https://t.co/dcjk994kMA"
Mon Jan 18 23:35:39 +0000 2016,689229698027642880,296161600,"RT @mmatias_: ""É agora que temos todos/as o nosso país nas nossas mãos, e adiar não é resolver"" (Porto) #presidenciais2016 #marisa2016  #vo…"
Mon Jan 18 23:34:35 +0000 2016,689229429705330688,214125777,Edgar sem vergonha dos cravos vermelhos e apostado na erradicação da pobreza https://t.co/r1152PnWCT
Mon Jan 18 23:34:35 +0000 2016,689229427201294336,214125777,"Marcelo é candidato `fast food` com ""tudo para ser uma desgraça"", diz Nóvoa https://t.co/iN4Mye7ns6"
Mon Jan 18 23:34:34 +0000 2016,689229424122662912,214125777,"Marcelo quer livre circulação na CPLP mas admite que existem ""grandes dificuldades"" https://t.co/86EzpkUG49"
Mon Jan 18 23:34:34 +0000 2016,689229421505429504,214125777,"Das estrelas à política, o perfil de Paulo de Morais https://t.co/EBYiN6K3EF"
Mon Jan 18 23:33:59 +0000 2016,689229276135190528,20113223,"RT @mmatias_: ""Janeiro de 2016 pode bem ser o primeiro mês de um país novo"" #presidenciais2016 #marisa2016  #votomarisa"
Mon Jan 18 23:33:50 +0000 2016,689229237451124736,20113223,"RT @mmatias_: ""Ser da ""situação"" é a ideologia mais antiga do mundo E esta eleição tb está cheia de candidatos da situação"" #presidenciais2…"
Mon Jan 18 23:28:57 +0000 2016,689228011502178304,2707184689,A Marisa Matias acabou de perder as presidenciais
